,SCH_NAME,LSTREET1,LCITY,LSTATE,LZIP,VIRTUAL,TOTFRL,TOTAL,WH,FTE,LATCOD,LONCOD,ULOCALE,STUTERATIO,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL
29834,Lansdowne Elementary,2301 Alma Rd,Baltimore,MD,21227,Supplemental Virtual,399.0,544.0,192.0,44.4799995422363,39.250335,-76.656562,21-Suburb: Large,12.23,Regular school,Currently operational ,Elementary
29835,Lansdowne High,3800 Hollins Ferry Rd,Baltimore,MD,21227,Supplemental Virtual,850.0,1296.0,462.0,93.3300018310547,39.2451,-76.6511,21-Suburb: Large,13.89,Regular school,Currently operational ,High
29836,Lansdowne Middle,2400 Lansdowne Rd,Baltimore,MD,21227,Supplemental Virtual,749.0,910.0,211.0,67.0,39.2498,-76.6522,21-Suburb: Large,13.58,Regular school,Currently operational ,Middle
29837,Loch Raven Technical Academy,8101 La Salle Rd,Baltimore,MD,21286,Supplemental Virtual,556.0,817.0,156.0,56.0,39.3899,-76.5787,13-City: Small,14.59,Regular school,Currently operational ,Middle
29838,Loch Raven High,1212 Cowpens Ave,Baltimore,MD,21286,Supplemental Virtual,397.0,836.0,316.0,60.869998931884794,39.405015999999996,-76.563781,21-Suburb: Large,13.73,Regular school,Currently operational ,High
29839,Logan Elementary,7601 Dunmanway,Baltimore,MD,21222,Supplemental Virtual,394.0,501.0,203.0,38.0,39.2576,-76.5104,21-Suburb: Large,13.18,Regular school,Currently operational ,Elementary
29840,Mars Estates Elementary,1500 E Homberg Ave,Baltimore,MD,21221,Supplemental Virtual,260.0,346.0,67.0,28.9799995422363,39.3134,-76.4507,21-Suburb: Large,11.94,Regular school,Currently operational ,Elementary
29841,Martin Boulevard Elementary,210 Riverton Rd,Baltimore,MD,21220,Supplemental Virtual,222.0,283.0,64.0,22.2000007629395,39.3349,-76.4421,21-Suburb: Large,12.75,Regular school,Currently operational ,Elementary
29842,McCormick Elementary,5101 Hazelwood Ave,Baltimore,MD,21206,Supplemental Virtual,245.0,308.0,13.0,19.0400009155273,39.3411,-76.521,21-Suburb: Large,16.18,Regular school,Currently operational ,Elementary
29843,Middleborough Elementary,313 West Rd,Baltimore,MD,21221,Supplemental Virtual,132.0,306.0,200.0,22.3299999237061,39.3055,-76.435,21-Suburb: Large,13.7,Regular school,Currently operational ,Elementary
29844,Middlesex Elementary,142 Bennett Rd,Baltimore,MD,21221,Supplemental Virtual,288.0,370.0,139.0,31.1299991607666,39.3249,-76.4529,21-Suburb: Large,11.89,Regular school,Currently operational ,Elementary
29845,Milbrook Elementary,4300 Crest Heights Rd,Baltimore,MD,21215,Supplemental Virtual,276.0,344.0,26.0,24.3299999237061,39.3604,-76.7128,21-Suburb: Large,14.14,Regular school,Currently operational ,Elementary
29846,Milford Mill Academy,3800 Washington Ave,Baltimore,MD,21207,Supplemental Virtual,825.0,1312.0,22.0,88.5,39.356486,-76.750057,21-Suburb: Large,14.82,Regular school,Currently operational ,High
29847,Norwood Elementary,1700 Delvale Ave,Baltimore,MD,21222,Supplemental Virtual,333.0,470.0,190.0,30.0,39.2765,-76.5184,21-Suburb: Large,15.67,Regular school,Currently operational ,Elementary
29848,Oakleigh Elementary,1900 White Oak Ave,Baltimore,MD,21234,Supplemental Virtual,351.0,493.0,85.0,40.290000915527294,39.3937,-76.5526,21-Suburb: Large,12.24,Regular school,Currently operational ,Elementary
29850,Orems Elementary,711 Highvilla Rd,Baltimore,MD,21221,Supplemental Virtual,227.0,363.0,179.0,25.940000534057603,39.3323,-76.4654,21-Suburb: Large,13.99,Regular school,Currently operational ,Elementary
29851,Overlea High,5401 Kenwood Ave,Baltimore,MD,21206,Supplemental Virtual,784.0,1148.0,181.0,77.8300018310547,39.3495,-76.5113,21-Suburb: Large,14.75,Regular school,Currently operational ,High
29852,Owings Mills Elementary,10824 Reistertown Road,Owings Mills,MD,21117,Supplemental Virtual,497.0,746.0,28.0,48.83000183105471,39.427,-76.79019100000001,21-Suburb: Large,15.28,Regular school,Currently operational ,Elementary
29853,Sudbrook Magnet Middle,4300 Bedford Rd,Baltimore,MD,21208,Supplemental Virtual,503.0,972.0,105.0,73.0,39.358998,-76.726054,21-Suburb: Large,13.32,Regular school,Currently operational ,Middle
29854,Parkville Middle,8711 Avondale Road,Baltimore,MD,21234,Supplemental Virtual,527.0,1076.0,435.0,73.5,39.377629,-76.52695200000001,21-Suburb: Large,14.64,Regular school,Currently operational ,Middle
29855,Parkville High,2600 Putty Hill Ave,Baltimore,MD,21234,Supplemental Virtual,1256.0,2075.0,423.0,148.0,39.388508,-76.539556,21-Suburb: Large,14.02,Regular school,Currently operational ,High
29856,Patapsco High and Center for Arts,8100 Wise Ave,Baltimore,MD,21222,Supplemental Virtual,863.0,1402.0,799.0,89.6699981689453,39.2654,-76.4891,21-Suburb: Large,15.64,Regular school,Currently operational ,High
29857,Perry Hall Elementary,9021 Belair Rd,Baltimore,MD,21236,Supplemental Virtual,249.0,592.0,245.0,34.720001220703104,39.3994,-76.4783,21-Suburb: Large,17.05,Regular school,Currently operational ,Elementary
29858,Perry Hall High,4601 Ebenezer Rd,Baltimore,MD,21236,Supplemental Virtual,803.0,2018.0,904.0,119.83000183105499,39.3926,-76.4646,21-Suburb: Large,16.84,Regular school,Currently operational ,High
29859,Perry Hall Middle,4300 Ebenezer Rd,Baltimore,MD,21236,Supplemental Virtual,644.0,1878.0,885.0,114.800003051758,39.398041,-76.47455500000001,21-Suburb: Large,16.36,Regular school,Currently operational ,Middle
29860,Pikesville Middle,7701 Seven Mile Ln,Baltimore,MD,21208,Supplemental Virtual,568.0,967.0,157.0,64.0,39.3777,-76.7068,21-Suburb: Large,15.11,Regular school,Currently operational ,Middle
29861,Pikesville High,7621 Labyrinth Rd,Baltimore,MD,21208,Supplemental Virtual,382.0,905.0,312.0,58.970001220703104,39.3774,-76.6987,21-Suburb: Large,15.35,Regular school,Currently operational ,High
29862,Pine Grove Elementary,2701 Summit Ave,Baltimore,MD,21234,Supplemental Virtual,209.0,565.0,289.0,39.1699981689453,39.4111,-76.5293,21-Suburb: Large,14.42,Regular school,Currently operational ,Elementary
29863,Pine Grove Middle,9200 Old Harford Rd,Baltimore,MD,21234,Supplemental Virtual,433.0,926.0,366.0,64.0,39.4055,-76.528,21-Suburb: Large,14.47,Regular school,Currently operational ,Middle
29864,Pinewood Elementary,200 Rickswood Rd,Timonium,MD,21093,Supplemental Virtual,45.0,576.0,365.0,35.6699981689453,39.4443,-76.6385,21-Suburb: Large,16.15,Regular school,Currently operational ,Elementary
29865,Pleasant Plains Elementary,8300 Pleasant Plains Rd,Towson,MD,21286,Supplemental Virtual,364.0,525.0,88.0,39.6100006103516,39.391657,-76.572775,13-City: Small,13.25,Regular school,Currently operational ,Elementary
29866,Pot Spring Elementary,2410 Spring Lake Dr,Timonium,MD,21093,Supplemental Virtual,197.0,446.0,160.0,30.6299991607666,39.4547,-76.6146,21-Suburb: Large,14.56,Regular school,Currently operational ,Elementary
29867,Powhatan Elementary,3300 Kelox Rd,Baltimore,MD,21207,Supplemental Virtual,153.0,216.0,3.0,21.9500007629395,39.3346,-76.7202,21-Suburb: Large,9.84,Regular school,Currently operational ,Elementary
29868,Prettyboy Elementary,19810 Middletown Rd,Freeland,MD,21053,Supplemental Virtual,26.0,385.0,360.0,25.030000686645497,39.667,-76.7126,42-Rural: Distant,15.38,Regular school,Currently operational ,Elementary
29869,Randallstown Elementary,9013 Liberty Rd,Randallstown,MD,21133,Supplemental Virtual,271.0,384.0,4.0,27.0,39.3672,-76.7964,21-Suburb: Large,14.22,Regular school,Currently operational ,Elementary
29870,Randallstown High,4000 Offutt Rd,Randallstown,MD,21133,Supplemental Virtual,658.0,1097.0,16.0,72.6699981689453,39.3826,-76.7969,21-Suburb: Large,15.1,Regular school,Currently operational ,High
29871,Red House Run Elementary,1717 Weyburn Rd,Baltimore,MD,21237,Supplemental Virtual,369.0,575.0,197.0,39.709999084472706,39.3345,-76.5112,21-Suburb: Large,14.48,Regular school,Currently operational ,Elementary
29872,Reisterstown Elementary,223 Walgrove Rd,Reisterstown,MD,21136,Supplemental Virtual,307.0,500.0,63.0,35.8300018310547,39.4551,-76.816,21-Suburb: Large,13.95,Regular school,Currently operational ,Elementary
29873,Relay Elementary,5885 Selford Rd,Baltimore,MD,21227,Supplemental Virtual,299.0,616.0,299.0,40.8800010681152,39.232296000000005,-76.70054300000001,21-Suburb: Large,15.07,Regular school,Currently operational ,Elementary
29874,Riderwood Elementary,1711 Landrake Rd,Towson,MD,21204,Supplemental Virtual,25.0,405.0,317.0,31.8799991607666,39.413928000000006,-76.649396,13-City: Small,12.7,Regular school,Currently operational ,Elementary
29875,Cromwell Valley Elementary Regional Magnet,825 Providence Rd,Baltimore,MD,21286,Supplemental Virtual,113.0,367.0,120.0,24.3299999237061,39.403688,-76.58139200000001,13-City: Small,15.08,Regular school,Currently operational ,Elementary
29876,Riverview Elementary,3298 Kessler Rd,Baltimore,MD,21227,Supplemental Virtual,350.0,513.0,112.0,38.6699981689453,39.2367,-76.6557,21-Suburb: Large,13.27,Regular school,Currently operational ,Elementary
29877,Rodgers Forge Elementary,250 Dumbarton Rd,Baltimore,MD,21212,Supplemental Virtual,30.0,392.0,298.0,29.9300003051758,39.3812,-76.615,13-City: Small,13.1,Regular school,Currently operational ,Elementary
29879,Jacksonville Elementary,3400 Hillendale Heights Rd,Phoenix,MD,21131,Supplemental Virtual,16.0,480.0,411.0,32.7099990844727,39.5124,-76.5596,21-Suburb: Large,14.67,Regular school,Currently operational ,Elementary
29880,Sandalwood Elementary,900 S Marlyn Ave,Baltimore,MD,21221,Supplemental Virtual,408.0,479.0,36.0,32.8699989318848,39.2942,-76.4571,21-Suburb: Large,14.57,Regular school,Currently operational ,Elementary
29881,Sandy Plains Elementary,8330 Kavanagh Rd,Baltimore,MD,21222,Supplemental Virtual,435.0,534.0,250.0,40.6699981689453,39.2601,-76.4865,21-Suburb: Large,13.13,Regular school,Currently operational ,Elementary
29882,Scotts Branch Elementary,8220 Tawnmoore Rd,Baltimore,MD,21207,Supplemental Virtual,401.0,520.0,7.0,36.0,39.3584,-76.7636,21-Suburb: Large,14.44,Regular school,Currently operational ,Elementary
29883,Seneca Elementary,545 Carrollwood Rd,Baltimore,MD,21220,Supplemental Virtual,230.0,389.0,169.0,26.0799999237061,39.3295,-76.391,21-Suburb: Large,14.92,Regular school,Currently operational ,Elementary
29884,Seventh District Elementary,20300 York Rd,Parkton,MD,21120,Supplemental Virtual,34.0,337.0,295.0,26.5,39.6812,-76.6468,42-Rural: Distant,12.72,Regular school,Currently operational ,Elementary
29885,Shady Spring Elementary,8868 Goldenwood Rd,Baltimore,MD,21237,Supplemental Virtual,399.0,540.0,45.0,34.3800010681152,39.3433,-76.5018,21-Suburb: Large,15.71,Regular school,Currently operational ,Elementary
29886,Sparks Elementary,601 Belfast Rd,Sparks,MD,21152,Supplemental Virtual,40.0,485.0,399.0,34.310001373291,39.5418,-76.6622,41-Rural: Fringe,14.14,Regular school,Currently operational ,Elementary
29887,Sparrows Point High,7400 North Point Rd,Sparrows Point,MD,21219,Supplemental Virtual,412.0,1097.0,877.0,66.52999877929689,39.238393,-76.442376,21-Suburb: Large,16.49,Regular school,Currently operational ,High
29888,Stemmers Run Middle,201 Stemmers Run Rd,Baltimore,MD,21221,Supplemental Virtual,565.0,806.0,379.0,57.0,39.321836,-76.457195,21-Suburb: Large,14.14,Regular school,Currently operational ,Middle
29889,Stoneleigh Elementary,900 Pemberton Rd,Baltimore,MD,21212,Supplemental Virtual,99.0,651.0,451.0,44.540000915527294,39.381896000000005,-76.59859,13-City: Small,14.62,Regular school,Currently operational ,Elementary
29890,Summit Park Elementary,6920 Diana Rd,Baltimore,MD,21209,Supplemental Virtual,75.0,379.0,278.0,35.970001220703104,39.3814,-76.6794,21-Suburb: Large,10.54,Regular school,Currently operational ,Elementary
29891,Sussex Elementary,515 S Woodward Dr,Baltimore,MD,21221,Supplemental Virtual,333.0,425.0,149.0,30.6700000762939,39.303102,-76.470244,21-Suburb: Large,13.86,Regular school,Currently operational ,Elementary
29893,Timber Grove Elementary,701 Academy Ave,Owings Mills,MD,21117,Supplemental Virtual,343.0,544.0,54.0,36.0499992370605,39.4442,-76.7928,21-Suburb: Large,15.09,Regular school,Currently operational ,Elementary
29894,Towson High,69 Cedar Ave,Towson,MD,21286,Supplemental Virtual,304.0,1677.0,1036.0,97.5999984741211,39.390627,-76.60121600000001,13-City: Small,17.18,Regular school,Currently operational ,High
29895,Victory Villa Elementary,500 Compass Rd,Baltimore,MD,21220,Supplemental Virtual,468.0,640.0,123.0,40.9500007629395,39.341784000000004,-76.455929,21-Suburb: Large,15.63,Regular school,Currently operational ,Elementary
29896,Villa Cresta Elementary,2600 Rader Ave,Baltimore,MD,21234,Supplemental Virtual,278.0,649.0,337.0,47.2299995422363,39.3807,-76.5479,21-Suburb: Large,13.74,Regular school,Currently operational ,Elementary
29897,Warren Elementary,900 Bosley Rd,Cockeysville,MD,21030,Supplemental Virtual,199.0,367.0,104.0,24.3899993896484,39.474000000000004,-76.6077,21-Suburb: Large,15.05,Regular school,Currently operational ,Elementary
29898,Wellwood International School,2901 Smith Ave,Pikesville,MD,21208,Supplemental Virtual,258.0,496.0,81.0,32.470001220703104,39.375115,-76.694565,21-Suburb: Large,15.28,Regular school,Currently operational ,Elementary
29899,Westowne Elementary,401 Harlem Ln,Catonsville,MD,21228,Supplemental Virtual,326.0,659.0,226.0,42.8699989318848,39.287045,-76.72573299999999,21-Suburb: Large,15.37,Regular school,Currently operational ,Elementary
29900,Winand Elementary,8301 Scotts Level Rd,Baltimore,MD,21208,Supplemental Virtual,273.0,455.0,13.0,29.3799991607666,39.3728,-76.7627,21-Suburb: Large,15.49,Regular school,Currently operational ,Elementary
29901,Winfield Elementary,8300 Carlson Ln,Baltimore,MD,21207,Supplemental Virtual,337.0,447.0,13.0,33.7299995422363,39.354,-76.7793,21-Suburb: Large,13.25,Regular school,Currently operational ,Elementary
29902,Woodbridge Elementary,1410 Pleasant Valley Dr,Baltimore,MD,21228,Supplemental Virtual,243.0,430.0,35.0,28.9500007629395,39.2949,-76.7584,21-Suburb: Large,14.85,Regular school,Currently operational ,Elementary
29903,Woodlawn Middle,3033 Saint Lukes Ln,Baltimore,MD,21207,Supplemental Virtual,535.0,657.0,11.0,48.3400001525879,39.3342,-76.7358,21-Suburb: Large,13.59,Regular school,Currently operational ,Middle
29904,Woodlawn High,1801 Woodlawn Dr,Baltimore,MD,21207,Supplemental Virtual,1192.0,1680.0,48.0,114.0,39.315443,-76.73442800000001,21-Suburb: Large,14.74,Regular school,Currently operational ,High
29905,Woodmoor Elementary,3200 Elba Dr,Baltimore,MD,21207,Supplemental Virtual,408.0,565.0,14.0,37.0,39.337345,-76.74075699999999,21-Suburb: Large,15.27,Regular school,Currently operational ,Elementary
29908,Westchester Elementary,2300 Old Frederick Rd,Baltimore,MD,21228,Supplemental Virtual,166.0,668.0,415.0,47.7700004577637,39.2726,-76.7702,21-Suburb: Large,13.98,Regular school,Currently operational ,Elementary
29909,New Town Elementary,4924 New Town Blvd,Owings Mills,MD,21117,Supplemental Virtual,401.0,818.0,40.0,49.709999084472706,39.404,-76.8148,21-Suburb: Large,16.46,Regular school,Currently operational ,Elementary
29910,Glyndon Elementary,445 Glyndon Dr,Reisterstown,MD,21136,Supplemental Virtual,345.0,512.0,80.0,32.1300010681152,39.4672,-76.8107,21-Suburb: Large,15.94,Regular school,Currently operational ,Elementary
29911,Owings Mills High,124 Tollgate Rd,Owings Mills,MD,21117,Supplemental Virtual,710.0,1120.0,59.0,87.6699981689453,39.4233,-76.795,21-Suburb: Large,12.78,Regular school,Currently operational ,High
29912,Glenmar Elementary,9700 Community Dr,Baltimore,MD,21220,Supplemental Virtual,185.0,282.0,28.0,27.059999465942397,39.3461,-76.4481,21-Suburb: Large,10.42,Regular school,Currently operational ,Elementary
29913,Woodholme Elementary,300 Mt Wilson Ln,Baltimore,MD,21208,Supplemental Virtual,449.0,679.0,46.0,43.0,39.3893,-76.7491,21-Suburb: Large,15.79,Regular school,Currently operational ,Elementary
29914,Oliver Beach Elementary,12912 Cunninghill Cove Rd,Baltimore,MD,21220,Supplemental Virtual,48.0,168.0,147.0,12.3199996948242,39.3699,-76.3541,21-Suburb: Large,13.64,Regular school,Currently operational ,Elementary
29915,Hereford Middle,712 Corbett Rd,Monkton,MD,21111,Supplemental Virtual,73.0,920.0,787.0,58.5,39.5728,-76.6531,41-Rural: Fringe,15.73,Regular school,Currently operational ,Middle
29916,Northwest Academy of Health Sciences,4627 Old Court Rd,Baltimore,MD,21208,Supplemental Virtual,557.0,784.0,17.0,57.0,39.3653,-76.7569,21-Suburb: Large,13.75,Regular school,Currently operational ,Middle
29917,Hereford High,17301 York Rd,Parkton,MD,21120,Supplemental Virtual,93.0,1285.0,1093.0,77.0999984741211,39.599211,-76.659621,41-Rural: Fringe,16.67,Regular school,Currently operational ,High
29918,Timonium Elementary,2001 Eastridge Rd,Timonium,MD,21093,Supplemental Virtual,48.0,444.0,286.0,33.330001831054695,39.4385,-76.6122,21-Suburb: Large,13.32,Regular school,Currently operational ,Elementary
29919,Ridgely Middle,121 Ridgely Road,Lutherville,MD,21093,Supplemental Virtual,151.0,1100.0,676.0,71.5,39.431571999999996,-76.614531,21-Suburb: Large,15.38,Regular school,Currently operational ,Middle
29921,General John Stricker Middle,7855 Trappe Rd,Baltimore,MD,21222,Supplemental Virtual,622.0,846.0,487.0,58.3400001525879,39.2739,-76.4914,21-Suburb: Large,14.5,Regular school,Currently operational ,Middle
29922,Golden Ring Middle,6700 Kenwood Ave,Baltimore,MD,21237,Supplemental Virtual,604.0,851.0,136.0,55.7999992370605,39.3333,-76.4984,21-Suburb: Large,15.25,Regular school,Currently operational ,Middle
29923,Middle River Middle,800 Middle River Rd,Baltimore,MD,21220,Supplemental Virtual,734.0,1132.0,355.0,69.66000366210939,39.3444,-76.4513,21-Suburb: Large,16.25,Regular school,Currently operational ,Middle
29924,New Town High,4931 New Town Blvd,Owings Mills,MD,21117,Supplemental Virtual,639.0,1214.0,16.0,72.8300018310547,39.4032,-76.8124,21-Suburb: Large,16.67,Regular school,Currently operational ,High
29925,Windsor Mill Middle,8300 Windsor Mill Rd,Baltimore,MD,21209,Supplemental Virtual,469.0,691.0,3.0,52.5,39.352844,-76.786468,21-Suburb: Large,13.16,Regular school,Currently operational ,Middle
29927,Vincent Farm Elementary,6019 Ebenezer Rd,White Marsh,MD,21162,Supplemental Virtual,313.0,742.0,253.0,50.9000015258789,39.371338,-76.413397,21-Suburb: Large,14.58,Regular school,Currently operational ,Elementary
29928,West Towson Elementary,6916 North Charles Street,Baltimore,MD,21204,Supplemental Virtual,29.0,435.0,288.0,31.0,39.404256,-76.63425600000001,13-City: Small,14.03,Regular school,Currently operational ,Elementary
29929,Mays Chapel Elementary,12250 Roundwood Road,Timonium,MD,21093,Supplemental Virtual,183.0,668.0,279.0,44.5999984741211,39.457746,-76.668498,21-Suburb: Large,14.98,Regular school,Currently operational ,Elementary
29930,Lyons Mill Elementary,9435 Lyons Mill Rd,Owings Mills,MD,21117,Supplemental Virtual,298.0,685.0,22.0,45.0200004577637,39.39268,-76.80357099999999,21-Suburb: Large,15.22,Regular school,Currently operational ,Elementary
29931,Honeygo Elementary,4816 Joppa Road,Perry Hall,MD,21128,Supplemental Virtual,123.0,661.0,347.0,40.7000007629395,39.403504999999996,-76.454068,21-Suburb: Large,16.24,Regular school,Currently operational ,Elementary
29932,Watershed Public Charter,6946 Dogwood Rd,Woodlawn,MD,21244,Supplemental Virtual,77.0,231.0,53.0,13.8000001907349,39.322113,-76.755983,21-Suburb: Large,16.74,Regular school,Currently operational ,Elementary
29933,Dogwood Elementary,7215 Dogwood Rd,Baltimore,MD,21244,Supplemental Virtual,413.0,578.0,15.0,38.0,39.3201,-76.7632,21-Suburb: Large,15.21,Regular school,Currently operational ,Elementary
29934,Sparrows Point Middle,7400 North Point Rd,Baltimore,MD,21219,Supplemental Virtual,290.0,630.0,506.0,42.6599998474121,39.237755,-76.442262,21-Suburb: Large,14.77,Regular school,Currently operational ,Middle
29935,Padonia International Elementary,9834 Greenside Dr,Cockeysville,MD,21030,Supplemental Virtual,345.0,508.0,50.0,41.930000305175795,39.4615,-76.6317,21-Suburb: Large,12.12,Regular school,Currently operational ,Elementary
29936,Joppa View Elementary,8727 Honeygo Blvd,Baltimore,MD,21128,Supplemental Virtual,276.0,685.0,268.0,40.689998626709,39.3869,-76.4556,21-Suburb: Large,16.83,Regular school,Currently operational ,Elementary
29937,Plum Point Middle,1475 Plum Point Rd,Huntingtown,MD,20639,Supplemental Virtual,87.0,641.0,492.0,38.5,38.5972,-76.5829,41-Rural: Fringe,16.65,Regular school,Currently operational ,Middle
29938,Patuxent Appeal Elementary Campus,11655 Hg Trueman Rd,Lusby,MD,20657,Supplemental Virtual,320.0,667.0,394.0,49.2999992370605,38.376,-76.4367,41-Rural: Fringe,13.53,Regular school,Currently operational ,Elementary
29939,Beach Elementary,7900 Old Bayside Rd,Chesapeake Beach,MD,20732,Supplemental Virtual,77.0,483.0,313.0,28.899999618530302,38.6836,-76.5374,31-Town: Fringe,16.71,Regular school,Currently operational ,Elementary
29940,Calvert Middle,655 Chesapeake Blvd,Prince Frederick,MD,20678,Supplemental Virtual,182.0,611.0,363.0,45.3400001525879,38.556756,-76.588346,41-Rural: Fringe,13.48,Regular school,Currently operational ,Middle
29941,Calvert High,520 Fox Run Blvd,Prince Frederick,MD,20678,Supplemental Virtual,316.0,1132.0,696.0,66.4300003051758,38.553486,-76.582891,41-Rural: Fringe,17.04,Regular school,Currently operational ,High
29943,Huntingtown Elementary,4345 Huntingtown Rd,Huntingtown,MD,20639,Supplemental Virtual,63.0,480.0,367.0,28.899999618530302,38.6219,-76.6272,41-Rural: Fringe,16.61,Regular school,Currently operational ,Elementary
29944,Mount Harmony Elementary,900 W Mount Harmony Rd,Owings,MD,20736,Supplemental Virtual,84.0,595.0,407.0,37.2999992370605,38.708,-76.6253,31-Town: Fringe,15.95,Regular school,Currently operational ,Elementary
29945,Mutual Elementary,1455 Ball Rd,Port Republic,MD,20676,Supplemental Virtual,73.0,331.0,243.0,26.2999992370605,38.4706,-76.5332,41-Rural: Fringe,12.59,Regular school,Currently operational ,Elementary
29946,Northern Middle,2954 Chaneyville Rd,Owings,MD,20736,Supplemental Virtual,72.0,672.0,510.0,36.9000015258789,38.685,-76.6535,41-Rural: Fringe,18.21,Regular school,Currently operational ,Middle
29947,Northern High,2950 Chaneyville Rd,Owings,MD,20736,Supplemental Virtual,158.0,1483.0,1096.0,80.0,38.685351000000004,-76.65125,41-Rural: Fringe,18.54,Regular school,Currently operational ,High
29948,Calvert Elementary,1450 Dares Beach Rd,Prince Frederick,MD,20678,Supplemental Virtual,156.0,496.0,307.0,34.0999984741211,38.5534,-76.5692,41-Rural: Fringe,14.55,Regular school,Currently operational ,Elementary
29949,Patuxent High,12485 Southern Connector Boulevard,Lusby,MD,20657,Supplemental Virtual,337.0,1085.0,716.0,62.16999816894529,38.354921999999995,-76.440077,23-Suburb: Small,17.45,Regular school,Currently operational ,High
29950,St Leonard Elementary,5370 St Leonard Rd,St Leonard,MD,20685,Supplemental Virtual,177.0,480.0,282.0,37.0999984741211,38.4639,-76.4992,41-Rural: Fringe,12.94,Regular school,Currently operational ,Elementary
29951,Windy Hill Elementary,9550 Boyds Turn Rd,Owings,MD,20736,Supplemental Virtual,141.0,637.0,447.0,40.5,38.7125,-76.5721,41-Rural: Fringe,15.73,Regular school,Currently operational ,Elementary
29952,Windy Hill Middle,9560 Boyd's Turn Rd,Owings,MD,20736,Supplemental Virtual,120.0,746.0,517.0,45.0999984741211,38.7142,-76.5721,41-Rural: Fringe,16.54,Regular school,Currently operational ,Middle
29953,Dowell Elementary,12680 H G Trueman Rd,Lusby,MD,20657,Supplemental Virtual,184.0,529.0,374.0,38.2999992370605,38.3557,-76.4511,23-Suburb: Small,13.81,Regular school,Currently operational ,Elementary
29954,Huntingtown High School,4125 N Solomons Island Rd,Huntingtown,MD,20639,Supplemental Virtual,150.0,1398.0,1060.0,79.5,38.61934,-76.609433,41-Rural: Fringe,17.58,Regular school,Currently operational ,High
29955,Southern Middle,9615 H G Trueman Rd,Lusby,MD,20657,Supplemental Virtual,183.0,469.0,289.0,34.0,38.4067,-76.446,41-Rural: Fringe,13.79,Regular school,Currently operational ,Middle
29956,Sunderland Elementary,150 Clyde Jones Rd,Sunderland,MD,20689,Supplemental Virtual,115.0,624.0,444.0,39.5,38.6701,-76.60300000000001,41-Rural: Fringe,15.8,Regular school,Currently operational ,Elementary
29957,Barstow Elementary,295 Williams Rd,Prince Frederick,MD,20678,Supplemental Virtual,162.0,605.0,389.0,35.7999992370605,38.540948,-76.610016,41-Rural: Fringe,16.9,Regular school,Currently operational ,Elementary
29958,Mill Creek Middle,12200 Southern Connector Blvd,Lusby,MD,20657,Supplemental Virtual,185.0,488.0,330.0,33.0,38.36185,-76.44445999999999,23-Suburb: Small,14.79,Regular school,Currently operational ,Middle
29959,Plum Point Elementary,1245 Plum Point Rd,Huntingtown,MD,20639,Supplemental Virtual,98.0,602.0,436.0,39.2999992370605,38.5958,-76.587,41-Rural: Fringe,15.32,Regular school,Currently operational ,Elementary
29960,Colonel Richardson High School,25320 Richardson Rd,Federalsburg,MD,21632,Supplemental Virtual,288.0,522.0,328.0,37.0,38.7548,-75.8282,42-Rural: Distant,14.11,Regular school,Currently operational ,High
29961,Colonel Richardson Middle School,25390 Richardson Rd,Federalsburg,MD,21632,Supplemental Virtual,257.0,404.0,226.0,33.0,38.754614000000004,-75.825743,42-Rural: Distant,12.24,Regular school,Currently operational ,Middle
29962,Denton Elementary School,303 Sharp Rd,Denton,MD,21629,Supplemental Virtual,338.0,634.0,381.0,51.0,38.869946999999996,-75.831541,32-Town: Distant,12.43,Regular school,Currently operational ,Elementary
29963,Federalsburg Elementary School,302 S University Ave,Federalsburg,MD,21632,Supplemental Virtual,320.0,399.0,166.0,35.0,38.6903,-75.7797,31-Town: Fringe,11.4,Regular school,Currently operational ,Elementary
29964,Greensboro Elementary School,625 N Main St,Greensboro,MD,21639,Supplemental Virtual,547.0,739.0,325.0,60.0,38.9841,-75.80199999999999,42-Rural: Distant,12.32,Regular school,Currently operational ,Elementary
29965,North Caroline High School,10990 River Rd,Ridgely,MD,21660,Supplemental Virtual,569.0,1164.0,742.0,71.3300018310547,38.908583,-75.840884,41-Rural: Fringe,16.32,Regular school,Currently operational ,High
29966,Preston Elementary School,225 Main St,Preston,MD,21655,Supplemental Virtual,194.0,368.0,265.0,29.0,38.7109,-75.9053,42-Rural: Distant,12.69,Regular school,Currently operational ,Elementary
29967,Ridgely Elementary School,118 N Central Ave,Ridgely,MD,21660,Supplemental Virtual,195.0,421.0,301.0,35.0,38.9526,-75.884,42-Rural: Distant,12.03,Regular school,Currently operational ,Elementary
29968,Lockerman Middle School,410 Lockerman St,Denton,MD,21629,Supplemental Virtual,491.0,902.0,544.0,54.0,38.8905,-75.8277,32-Town: Distant,16.7,Regular school,Currently operational ,Middle
29969,Friendship Valley Elementary,1100 Gist Road,Westminster,MD,21157,Supplemental Virtual,92.0,414.0,333.0,32.2999992370605,39.5453,-77.0044,23-Suburb: Small,12.82,Regular school,Currently operational ,Elementary
29970,Runnymede Elementary,3000 Langdon Drive,Westminster,MD,21158,Supplemental Virtual,171.0,562.0,492.0,43.2000007629395,39.6294,-77.1032,41-Rural: Fringe,13.01,Regular school,Currently operational ,Elementary
