,SCH_NAME,LSTREET1,LCITY,LSTATE,LZIP,VIRTUAL,TOTFRL,TOTAL,WH,FTE,LATCOD,LONCOD,ULOCALE,STUTERATIO,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL
30288,Hanover Hills,7030 Banbury Drive,Hanover,MD,21076,Supplemental Virtual,237.0,774.0,90.0,64.3000030517578,39.185227000000005,-76.737418,21-Suburb: Large,12.04,Regular school,Currently operational ,Elementary
30289,Deep Run Elementary,6925 Old Waterloo Rd,Elkridge,MD,21075,Supplemental Virtual,343.0,680.0,137.0,60.5,39.184511,-76.786836,21-Suburb: Large,11.24,Regular school,Currently operational ,Elementary
30290,Waverly Elementary,10220 Wetherburn Rd,Ellicott City,MD,21042,Supplemental Virtual,34.0,899.0,276.0,60.0999984741211,39.305132,-76.868679,21-Suburb: Large,14.96,Regular school,Currently operational ,Elementary
30291,Mayfield Woods Middle,7950 Redbarn Way,Elkridge,MD,21075,Supplemental Virtual,288.0,795.0,191.0,61.0,39.197633,-76.786292,21-Suburb: Large,13.03,Regular school,Currently operational ,Middle
30292,Pointers Run Elementary,6600 South Trotter Rd,Clarksville,MD,21029,Supplemental Virtual,24.0,779.0,312.0,55.5999984741211,39.190689,-76.925956,13-City: Small,14.01,Regular school,Currently operational ,Elementary
30293,H. H. Garnett Elementary,320 Calvert St,Chestertown,MD,21620,Supplemental Virtual,180.0,343.0,125.0,28.7700004577637,39.213135,-76.070368,32-Town: Distant,11.92,Regular school,Currently operational ,Elementary
30294,Kent County Middle School,402 E Campus Avenue,Chestertown,MD,21620,Supplemental Virtual,219.0,380.0,219.0,42.8600006103516,39.217779,-76.061818,32-Town: Distant,8.87,Regular school,Currently operational ,Middle
30295,Kent County High,25301 Lambs Meadow Rd,Worton,MD,21678,Supplemental Virtual,272.0,580.0,371.0,43.1599998474121,39.285329,-76.091684,42-Rural: Distant,13.44,Regular school,Currently operational ,High
30296,Rock Hall Elementary,21203 Sharp St,Rock Hall,MD,21661,Supplemental Virtual,121.0,213.0,141.0,21.7999992370605,39.13503,-76.237491,42-Rural: Distant,9.77,Regular school,Currently operational ,Elementary
30297,Galena Elementary School,114 S Main Street,Galena,MD,21635,Supplemental Virtual,146.0,296.0,187.0,25.399999618530302,39.338528000000004,-75.878098,42-Rural: Distant,11.65,Regular school,Currently operational ,Elementary
30298,Rosa M. Parks Middle,19200 Olney Mill Rd,Olney,MD,20832,Supplemental Virtual,126.0,864.0,465.0,53.7999992370605,39.1719,-77.0813,21-Suburb: Large,16.06,Regular school,Currently operational ,Middle
30299,Lois P. Rockwell Elementary,24555 Cutsail Dr,Damascus,MD,20872,Supplemental Virtual,108.0,460.0,189.0,32.0,39.2564,-77.2141,21-Suburb: Large,14.38,Regular school,Currently operational ,Elementary
30300,Dr. Sally K. Ride Elementary,21301 Seneca Crossing Dr,Germantown,MD,20876,Supplemental Virtual,275.0,475.0,41.0,41.4000015258789,39.2068,-77.2372,21-Suburb: Large,11.47,Regular school,Currently operational ,Elementary
30301,Thurgood Marshall Elementary,12260 McDonald Chapel Dr,Gaithersburg,MD,20878,Supplemental Virtual,219.0,556.0,163.0,41.9000015258789,39.1263,-77.26,21-Suburb: Large,13.27,Regular school,Currently operational ,Elementary
30302,Argyle Middle,2400 Bel Pre Rd,Silver Spring,MD,20906,Supplemental Virtual,688.0,1043.0,79.0,68.879997253418,39.0894,-77.0488,21-Suburb: Large,15.14,Regular school,Currently operational ,Middle
30303,Roberto W. Clemente Middle,18808 Waring Station Rd,Germantown,MD,20874,Supplemental Virtual,467.0,1040.0,119.0,73.9599990844727,39.1657,-77.248,21-Suburb: Large,14.06,Regular school,Currently operational ,Middle
30305,Forest Oak Middle,651 Saybrooke Oaks Blvd,Gaithersburg,MD,20877,Supplemental Virtual,562.0,920.0,85.0,71.5999984741211,39.1539,-77.1849,13-City: Small,12.85,Regular school,Currently operational ,Middle
30306,Rocky Hill Middle,22401 Brick Haven Way,Clarksburg,MD,20871,Supplemental Virtual,379.0,986.0,154.0,62.2000007629395,39.2225,-77.2633,21-Suburb: Large,15.85,Regular school,Currently operational ,Middle
30307,Neelsville Middle,11700 Neelsville Church Rd,Germantown,MD,20876,Supplemental Virtual,550.0,842.0,54.0,61.7999992370605,39.1942,-77.2407,21-Suburb: Large,13.62,Regular school,Currently operational ,Middle
30308,Albert Einstein High,11135 Newport Mill Rd,Kensington,MD,20895,Supplemental Virtual,828.0,1921.0,461.0,123.0,39.0391,-77.0673,21-Suburb: Large,15.62,Regular school,Currently operational ,High
30309,Ashburton Elementary,6314 Lone Oak Dr,Bethesda,MD,20817,Supplemental Virtual,114.0,900.0,343.0,54.0999984741211,39.0195,-77.1276,21-Suburb: Large,16.64,Regular school,Currently operational ,Elementary
30310,Bannockburn Elementary,6520 Dalroy Ln,Bethesda,MD,20817,Supplemental Virtual,8.0,401.0,257.0,26.7999992370605,38.9744,-77.1378,13-City: Small,14.96,Regular school,Currently operational ,Elementary
30311,Bel Pre Elementary,13801 Rippling Brook Drive,Silver Spring,MD,20906,Supplemental Virtual,331.0,549.0,39.0,47.5,39.081608,-77.054913,21-Suburb: Large,11.56,Regular school,Currently operational ,Elementary
30312,Bells Mill Elementary,8225 Bells Mill Rd,Potomac,MD,20854,Supplemental Virtual,61.0,579.0,233.0,35.4000015258789,39.032295,-77.168766,21-Suburb: Large,16.36,Regular school,Currently operational ,Elementary
30313,Belmont Elementary,19528 Olney Mill Rd,Olney,MD,20832,Supplemental Virtual,31.0,340.0,211.0,22.510000228881804,39.1786,-77.0667,21-Suburb: Large,15.1,Regular school,Currently operational ,Elementary
30314,Benjamin Banneker Middle,14800 Perrywood Dr,Burtonsville,MD,20866,Supplemental Virtual,482.0,864.0,22.0,63.0200004577637,39.096006,-76.948207,21-Suburb: Large,13.71,Regular school,Currently operational ,Middle
30315,Bethesda-Chevy Chase High,4301 East-West Hwy,Bethesda,MD,20814,Supplemental Virtual,341.0,2270.0,1263.0,125.400001525879,38.9867,-77.089,13-City: Small,18.1,Regular school,Currently operational ,High
30316,Bethesda Elementary,7600 Arlington Rd,Bethesda,MD,20814,Supplemental Virtual,75.0,619.0,296.0,44.4000015258789,38.9867,-77.0999,13-City: Small,13.94,Regular school,Currently operational ,Elementary
30317,Beverly Farms Elementary,8501 Post Oak Road,Potomac,MD,20854,Supplemental Virtual,38.0,570.0,243.0,33.0999984741211,39.052116,-77.176293,21-Suburb: Large,17.22,Regular school,Currently operational ,Elementary
30318,Bradley Hills Elementary,8701 Hartsdale Ave,Bethesda,MD,20817,Supplemental Virtual,7.0,497.0,309.0,31.7000007629395,38.999602,-77.11822099999999,13-City: Small,15.68,Regular school,Currently operational ,Elementary
30319,JoAnn Leleck at Broad Acres Elementary,710 Beacon Rd,Silver Spring,MD,20903,Supplemental Virtual,669.0,821.0,2.0,74.4000015258789,39.0093,-76.9853,21-Suburb: Large,11.03,Regular school,Currently operational ,Elementary
30320,Brookhaven Elementary,4610 Renn St,Rockville,MD,20853,Supplemental Virtual,279.0,421.0,34.0,41.2999992370605,39.0824,-77.0925,21-Suburb: Large,10.19,Regular school,Currently operational ,Elementary
30321,Brown Station Elementary,851 Quince Orchard Blvd,Gaithersburg,MD,20878,Supplemental Virtual,390.0,612.0,48.0,52.2000007629395,39.138855,-77.230879,13-City: Small,11.72,Regular school,Currently operational ,Elementary
30322,Burning Tree Elementary,7900 Beech Tree Rd,Bethesda,MD,20817,Supplemental Virtual,24.0,420.0,230.0,33.5999984741211,38.9901,-77.1431,13-City: Small,12.5,Regular school,Currently operational ,Elementary
30323,Burtonsville Elementary,15516 Old Columbia Pike,Burtonsville,MD,20866,Supplemental Virtual,275.0,608.0,31.0,41.2000007629395,39.111401,-76.936364,41-Rural: Fringe,14.76,Regular school,Currently operational ,Elementary
30324,Candlewood Elementary,7210 Osprey Drive,Rockville,MD,20855,Supplemental Virtual,89.0,398.0,165.0,26.899999618530302,39.128932,-77.146814,21-Suburb: Large,14.8,Regular school,Currently operational ,Elementary
30325,Cannon Road Elementary,901 Cannon Road,Silver Spring,MD,20904,Supplemental Virtual,240.0,421.0,19.0,36.5999984741211,39.068694,-76.994123,21-Suburb: Large,11.5,Regular school,Currently operational ,Elementary
30326,Carderock Springs Elementary,7401 Persimmon Tree Lane,Bethesda,MD,20817,Supplemental Virtual,6.0,319.0,175.0,25.100000381469698,38.9833,-77.1718,21-Suburb: Large,12.71,Regular school,Currently operational ,Elementary
30328,Cashell Elementary,17101 Cashell Rd,Rockville,MD,20853,Supplemental Virtual,75.0,313.0,128.0,27.899999618530302,39.1374,-77.086,21-Suburb: Large,11.22,Regular school,Currently operational ,Elementary
30329,Cedar Grove Elementary,24001 Ridge Rd,Germantown,MD,20876,Supplemental Virtual,49.0,379.0,87.0,28.2999992370605,39.24957,-77.232618,41-Rural: Fringe,13.39,Regular school,Currently operational ,Elementary
30330,Chevy Chase Elementary,4015 Rosemary St,Chevy Chase,MD,20815,Supplemental Virtual,87.0,441.0,243.0,25.7999992370605,38.978344,-77.080382,21-Suburb: Large,17.09,Regular school,Currently operational ,Elementary
30331,Clarksburg Elementary,13530 Redgrave Pl,Clarksburg,MD,20871,Supplemental Virtual,141.0,690.0,90.0,38.4000015258789,39.236717,-77.281747,21-Suburb: Large,17.97,Regular school,Currently operational ,Elementary
30332,Col. E. Brooke Lee Middle,11800 Monticello Ave,Silver Spring,MD,20902,Supplemental Virtual,554.0,795.0,41.0,61.4000015258789,39.0496,-77.0305,21-Suburb: Large,12.95,Regular school,Currently operational ,Middle
30333,Col. Zadok Magruder High,5939 Muncaster Mill Rd,Rockville,MD,20855,Supplemental Virtual,636.0,1606.0,380.0,101.400001525879,39.1313,-77.1183,41-Rural: Fringe,15.84,Regular school,Currently operational ,High
30334,Cold Spring Elementary,9201 Falls Chapel Way,Potomac,MD,20854,Supplemental Virtual,3.0,317.0,139.0,20.2999992370605,39.0591,-77.1885,21-Suburb: Large,15.62,Regular school,Currently operational ,Elementary
30335,College Gardens Elementary,1700 Yale Place,Rockville,MD,20850,Supplemental Virtual,130.0,583.0,160.0,38.0999984741211,39.10245,-77.16272099999999,13-City: Small,15.3,Regular school,Currently operational ,Elementary
30336,Cresthaven Elementary,1234 Cresthaven Dr,Silver Spring,MD,20903,Supplemental Virtual,337.0,491.0,11.0,41.7999992370605,39.027589,-76.988385,21-Suburb: Large,11.75,Regular school,Currently operational ,Elementary
30337,Damascus Elementary,10201 Bethesda Church Rd,Damascus,MD,20872,Supplemental Virtual,109.0,354.0,143.0,29.7999992370605,39.2856,-77.211,21-Suburb: Large,11.88,Regular school,Currently operational ,Elementary
30338,Darnestown Elementary,15030 Turkey Foot Rd,Gaithersburg,MD,20878,Supplemental Virtual,17.0,301.0,195.0,24.0,39.1025,-77.2848,21-Suburb: Large,12.54,Regular school,Currently operational ,Elementary
30339,Diamond Elementary,4 Marquis Dr,Gaithersburg,MD,20878,Supplemental Virtual,52.0,780.0,200.0,54.2000007629395,39.1357,-77.2391,13-City: Small,14.39,Regular school,Currently operational ,Elementary
30340,DuFief Elementary,15001 Dufief Dr,Gaithersburg,MD,20878,Supplemental Virtual,47.0,305.0,86.0,28.7999992370605,39.1018,-77.2376,21-Suburb: Large,10.59,Regular school,Currently operational ,Elementary
30341,Earle B. Wood Middle,14615 Bauer Dr,Rockville,MD,20853,Supplemental Virtual,446.0,998.0,253.0,73.1999969482422,39.093415,-77.107478,21-Suburb: Large,13.63,Regular school,Currently operational ,Middle
30342,East Silver Spring Elementary,631 Silver Spring Ave,Silver Spring,MD,20910,Supplemental Virtual,251.0,481.0,85.0,38.0999984741211,38.9923,-77.0153,21-Suburb: Large,12.62,Regular school,Currently operational ,Elementary
30343,Fairland Elementary,14315 Fairdale Rd,Silver Spring,MD,20905,Supplemental Virtual,378.0,585.0,20.0,46.2999992370605,39.0906,-76.9565,21-Suburb: Large,12.63,Regular school,Currently operational ,Elementary
30344,Fallsmead Elementary,1800 Greenplace Ter,Rockville,MD,20850,Supplemental Virtual,60.0,520.0,182.0,32.5,39.078,-77.1765,13-City: Small,16.0,Regular school,Currently operational ,Elementary
30345,Farmland Elementary,7000 Old Gate Road,Rockville,MD,20852,Supplemental Virtual,72.0,774.0,326.0,51.7999992370605,39.047145,-77.145273,21-Suburb: Large,14.94,Regular school,Currently operational ,Elementary
30346,Fields Road Elementary,1 School Dr,Gaithersburg,MD,20878,Supplemental Virtual,180.0,458.0,122.0,39.2999992370605,39.1187,-77.2152,13-City: Small,11.65,Regular school,Currently operational ,Elementary
30347,Flower Valley Elementary,4615 Sunflower Dr,Rockville,MD,20853,Supplemental Virtual,134.0,470.0,172.0,37.7000007629395,39.1057,-77.0931,21-Suburb: Large,12.47,Regular school,Currently operational ,Elementary
30348,Forest Knolls Elementary,10830 Eastwood Ave,Silver Spring,MD,20901,Supplemental Virtual,169.0,543.0,172.0,47.7000007629395,39.033632,-77.020264,21-Suburb: Large,11.38,Regular school,Currently operational ,Elementary
30349,Fox Chapel Elementary,19315 Archdale Rd,Germantown,MD,20876,Supplemental Virtual,319.0,589.0,63.0,41.9000015258789,39.172395,-77.242253,21-Suburb: Large,14.06,Regular school,Currently operational ,Elementary
30350,Gaithersburg Elementary,35 N Summit Ave,Gaithersburg,MD,20877,Supplemental Virtual,702.0,825.0,22.0,75.1999969482422,39.1438,-77.1918,13-City: Small,10.97,Regular school,Currently operational ,Elementary
30351,Gaithersburg Middle,2 Teachers' Way,Gaithersburg,MD,20877,Supplemental Virtual,477.0,868.0,113.0,69.0,39.144,-77.1878,13-City: Small,12.58,Regular school,Currently operational ,Middle
30352,Gaithersburg High,101 Education Blvd,Gaithersburg,MD,20877,Supplemental Virtual,1257.0,2359.0,272.0,174.399993896484,39.136112,-77.19471899999999,13-City: Small,13.53,Regular school,Currently operational ,High
30353,Galway Elementary,12612 Galway Dr,Silver Spring,MD,20904,Supplemental Virtual,463.0,750.0,25.0,60.2999992370605,39.063949,-76.945715,21-Suburb: Large,12.44,Regular school,Currently operational ,Elementary
30354,Garrett Park Elementary,4810 Oxford Street,Kensington,MD,20895,Supplemental Virtual,146.0,729.0,277.0,46.5999984741211,39.032849,-77.096676,21-Suburb: Large,15.64,Regular school,Currently operational ,Elementary
30355,Georgian Forest Elementary,3100 Regina Dr,Silver Spring,MD,20906,Supplemental Virtual,424.0,568.0,35.0,51.0999984741211,39.0757,-77.0614,21-Suburb: Large,11.12,Regular school,Currently operational ,Elementary
30356,Germantown Elementary,19110 Liberty Mill Rd,Germantown,MD,20874,Supplemental Virtual,116.0,301.0,47.0,29.2999992370605,39.17,-77.2766,21-Suburb: Large,10.27,Regular school,Currently operational ,Elementary
30357,Glen Haven Elementary,10900 Inwood Ave,Silver Spring,MD,20902,Supplemental Virtual,264.0,480.0,78.0,41.7999992370605,39.033832000000004,-77.036814,21-Suburb: Large,11.48,Regular school,Currently operational ,Elementary
30358,Glenallan Elementary,12520 Heurich Rd,Silver Spring,MD,20902,Supplemental Virtual,407.0,707.0,72.0,57.2000007629395,39.061243,-77.04136899999999,21-Suburb: Large,12.36,Regular school,Currently operational ,Elementary
30359,Greenwood Elementary,3336 Gold Mine Rd,Brookeville,MD,20833,Supplemental Virtual,42.0,501.0,301.0,30.600000381469698,39.1655,-77.0648,21-Suburb: Large,16.37,Regular school,Currently operational ,Elementary
30360,Harmony Hills Elementary,13407 Lydia St,Silver Spring,MD,20906,Supplemental Virtual,565.0,690.0,22.0,61.5999984741211,39.0765,-77.0758,21-Suburb: Large,11.2,Regular school,Currently operational ,Elementary
30361,Herbert Hoover Middle,8810 Post Oak Rd,Potomac,MD,20854,Supplemental Virtual,63.0,1021.0,400.0,65.1999969482422,39.044773,-77.17873900000001,21-Suburb: Large,15.66,Regular school,Currently operational ,Middle
30362,Highland Elementary,3100 Medway St,Silver Spring,MD,20902,Supplemental Virtual,393.0,530.0,38.0,48.2000007629395,39.0516,-77.0637,21-Suburb: Large,11.0,Regular school,Currently operational ,Elementary
30363,Highland View Elementary,9010 Providence Ave,Silver Spring,MD,20901,Supplemental Virtual,185.0,382.0,120.0,31.7999992370605,39.0043,-77.0101,21-Suburb: Large,12.01,Regular school,Currently operational ,Elementary
30364,Jackson Road Elementary,900 Jackson Rd,Silver Spring,MD,20904,Supplemental Virtual,498.0,696.0,26.0,62.0999984741211,39.056304,-76.991924,21-Suburb: Large,11.21,Regular school,Currently operational ,Elementary
30365,John F. Kennedy High,1901 Randolph Rd,Silver Spring,MD,20902,Supplemental Virtual,1071.0,1788.0,93.0,128.199996948242,39.0659,-77.0387,21-Suburb: Large,13.95,Regular school,Currently operational ,High
30366,Julius West Middle,651 Great Falls Rd,Rockville,MD,20850,Supplemental Virtual,424.0,1375.0,441.0,87.6999969482422,39.076839,-77.163515,13-City: Small,15.68,Regular school,Currently operational ,Middle
30367,Kemp Mill Elementary,411 Sisson St,Silver Spring,MD,20902,Supplemental Virtual,361.0,458.0,21.0,40.7000007629395,39.0437,-77.0167,21-Suburb: Large,11.25,Regular school,Currently operational ,Elementary
30368,John H. Poole Middle,17014 Tom Fox Ave,Poolesville,MD,20837,Supplemental Virtual,48.0,381.0,254.0,26.600000381469698,39.1258,-77.4105,31-Town: Fringe,14.32,Regular school,Currently operational ,Middle
30369,Lakewood Elementary,2534 Lindley Terrace,Rockville,MD,20850,Supplemental Virtual,41.0,415.0,88.0,29.0,39.087612,-77.193798,13-City: Small,14.31,Regular school,Currently operational ,Elementary
30370,Kingsview Middle,18909 Kingsview Rd,Germantown,MD,20874,Supplemental Virtual,288.0,1048.0,232.0,62.2000007629395,39.166142,-77.285035,21-Suburb: Large,16.85,Regular school,Currently operational ,Middle
30371,Laytonsville Elementary,21401 Laytonsville Rd,Gaithersburg,MD,20882,Supplemental Virtual,80.0,369.0,138.0,27.2000007629395,39.2069,-77.1405,21-Suburb: Large,13.57,Regular school,Currently operational ,Elementary
30373,Lucy V. Barnsley Elementary,14516 Nadine Dr,Rockville,MD,20853,Supplemental Virtual,225.0,701.0,214.0,53.7000007629395,39.094498,-77.103818,21-Suburb: Large,13.05,Regular school,Currently operational ,Elementary
30374,Luxmanor Elementary,6201 Tilden Ln,Rockville,MD,20852,Supplemental Virtual,144.0,656.0,193.0,47.2000007629395,39.044933,-77.12725,21-Suburb: Large,13.9,Regular school,Currently operational ,Elementary
30375,Maryvale Elementary,1010 First St,Rockville,MD,20850,Supplemental Virtual,238.0,571.0,132.0,45.0,39.091854999999995,-77.136735,13-City: Small,12.69,Regular school,Currently operational ,Elementary
30376,Flora M. Singer Elementary School,2600 Hayden Drive,Silver Spring,MD,20902,Supplemental Virtual,264.0,613.0,210.0,56.7000007629395,39.018776,-77.054672,21-Suburb: Large,10.81,Regular school,Currently operational ,Elementary
30377,Meadow Hall Elementary,951 Twinbrook Pkwy,Rockville,MD,20851,Supplemental Virtual,230.0,406.0,75.0,36.5999984741211,39.0844,-77.1165,13-City: Small,11.09,Regular school,Currently operational ,Elementary
30378,Mill Creek Towne Elementary,17700 Park Mill Dr,Rockville,MD,20855,Supplemental Virtual,195.0,482.0,86.0,38.7000007629395,39.1463,-77.1536,21-Suburb: Large,12.45,Regular school,Currently operational ,Elementary
